bond,Atom1,Atom2,confident_prediction,Rcov_sum,delta,R0_estimated,R0_empirical,B
La_Ar,La,Ar,0,3.13,0.5454795419753784,2.584520458024621,,
Ti_V,Ti,V,0,3.13,0.3895594005236719,2.740440599476328,,
Zr_Co,Zr,Co,0,3.13,0.3819677803256885,2.748032219674311,,
Hf_Co,Hf,Co,0,3.13,0.3855618097431944,2.744438190256806,,
Er_Ni,Er,Ni,0,3.13,0.4574174896755281,2.672582510324472,,
Tb_As,Tb,As,1,3.13,0.4580887786230939,2.671911221376906,2.66,0.37
Zr_Te,Zr,Te,1,3.13,0.4188947905697953,2.711105209430205,2.67,0.37
Bk_Ag,Bk,Ag,0,3.13,0.2669662055277395,2.863033794472261,,
Cf_Ag,Cf,Ag,0,3.13,0.2751261467286715,2.854873853271328,,
Cm_Cd,Cm,Cd,0,3.13,0.1766966470317494,2.953303352968251,,
Hf_Te,Hf,Te,1,3.13,0.4084553131359241,2.721544686864076,2.72,0.37
W_Re,W,Re,0,3.13,0.3107988604570153,2.819201139542985,,
Cm_Os,Cm,Os,0,3.13,0.2151575760845633,2.914842423915437,,
Bk_Tl,Bk,Tl,0,3.13,0.3123090643444056,2.817690935655594,,
Cf_Tl,Cf,Tl,0,3.13,0.3230272215155947,2.806972778484405,,
Na_Bi,Na,Bi,0,3.14,0.4312113856899183,2.708788614310081,,
K_Si,K,Si,1,3.14,0.4344294465095824,2.705570553490417,,
Pr_Si,Pr,Si,1,3.14,0.4684417025048214,2.671558297495178,,
La_P,La,P,1,3.14,0.4196100265301027,2.720389973469897,2.73,0.37
Ca_Co,Ca,Co,0,3.14,0.3696481250034179,2.770351874996582,,
Ca_Te,Ca,Te,1,3.14,0.3816050636321563,2.758394936367843,2.76,0.37
Sc_Cd,Sc,Cd,0,3.14,0.4429106113969953,2.697089388603005,,
Sc_Os,Sc,Os,0,3.14,0.4379970013595696,2.70200299864043,,
Mo_Ti,Mo,Ti,0,3.14,0.2810771958975401,2.85892280410246,,
Zr_Cr,Zr,Cr,0,3.14,0.3935537286666971,2.746446271333303,,
Hf_Cr,Hf,Cr,0,3.14,0.3948835509469125,2.745116449053087,,
Nb_Mn,Nb,Mn,0,3.14,0.3194031660013155,2.820596833998684,,
Y_Ni,Y,Ni,0,3.14,0.4211877173178892,2.71881228268211,,
Tm_Ni,Tm,Ni,0,3.14,0.470207205016423,2.669792794983577,,
Np_Ni,Np,Ni,0,3.14,0.3851272805097745,2.754872719490225,,
Dy_Zn,Dy,Zn,0,3.14,0.4914854345172037,2.648514565482796,,
Ho_Zn,Ho,Zn,0,3.14,0.4928808602988584,2.647119139701141,,
Dy_Ga,Dy,Ga,0,3.14,0.506860366022151,2.633139633977849,,
Ho_Ga,Ho,Ga,0,3.14,0.5094638730322768,2.630536126967723,,
Tb_Ge,Tb,Ge,1,3.14,0.4591300967336844,2.680869903266315,,
Sr_As,Sr,As,1,3.14,0.3906254873231917,2.749374512676808,2.76,0.37
Tb_Se,Tb,Se,1,3.14,0.5082278812843556,2.631772118715644,2.63,0.37
Tb_Br,Tb,Br,1,3.14,0.5544526955422442,2.585547304457755,2.58,0.37
Sm_Kr,Sm,Kr,0,3.14,0.5442821566360196,2.59571784336398,,
Eu_Kr,Eu,Kr,0,3.14,0.5511235514800927,2.588876448519907,,
Zr_Pd,Zr,Pd,0,3.14,0.5155223368309726,2.624477663169027,,
Zr_Sn,Zr,Sn,0,3.14,0.4506147124400057,2.689385287559994,,
Zr_Sb,Zr,Sb,1,3.14,0.4419848647507151,2.698015135249284,,
Zr_I,Zr,I,1,3.14,0.4607352320369029,2.679264767963097,2.69,0.37
Nb_At,Nb,At,1,3.14,0.3913932729628086,2.748606727037191,,
Nb_Rn,Nb,Rn,0,3.14,0.3793429171469452,2.760657082853054,,
Bk_Ru,Bk,Ru,0,3.14,0.2926056697269881,2.847394330273012,,
Cf_Ru,Cf,Ru,0,3.14,0.2931578317413674,2.846842168258632,,
Hf_Pd,Hf,Pd,0,3.14,0.5057951813547372,2.634204818645262,,
Cm_Ag,Cm,Ag,0,3.14,0.1752189562251702,2.964781043774829,,
Ta_Cd,Ta,Cd,0,3.14,0.3789722668057585,2.761027733194241,,
Hf_Sn,Hf,Sn,0,3.14,0.4432969430570921,2.696703056942908,,
Hf_Sb,Hf,Sb,1,3.14,0.4326956141882279,2.707304385811772,,
Hf_I,Hf,I,1,3.14,0.4593411480886161,2.680658851911383,2.68,0.37
Ta_Os,Ta,Os,0,3.14,0.3833922855696765,2.756607714430323,,
Cm_Tl,Cm,Tl,0,3.14,0.2364877942989325,2.903512205701067,,
Bk_Pb,Bk,Pb,0,3.14,0.3175951935905929,2.822404806409407,,
Cf_Pb,Cf,Pb,0,3.14,0.328313350761782,2.811686649238218,,
Li_Yb,Li,Yb,0,3.15,0.379637493826798,2.770362506173202,,
Li_Lu,Li,Lu,0,3.15,0.3604307666423957,2.789569233357605,,
Li_Pu,Li,Pu,0,3.15,0.351733077652948,2.798266922347052,,
Cs_N,Cs,N,1,3.15,0.6025981821699482,2.547401817830051,2.53,0.37
Tb_Al,Tb,Al,0,3.15,0.4456880194591544,2.704311980540846,,
Ce_Si,Ce,Si,1,3.15,0.4636032605095719,2.686396739490428,,
Ca_Cr,Ca,Cr,0,3.15,0.3743563147546513,2.775643685245349,,
Ca_Pd,Ca,Pd,0,3.15,0.4679587066227837,2.682041293377216,,
Ca_Sn,Ca,Sn,0,3.15,0.4221471967733311,2.727852803226669,,
Ca_Sb,Ca,Sb,1,3.15,0.4122157997907562,2.737784200209244,,
Ca_I,Ca,I,1,3.15,0.4333160356483905,2.716683964351609,2.72,0.37
Sc_Ag,Sc,Ag,0,3.15,0.4241144813023588,2.725885518697641,,
Sc_Tl,Sc,Tl,0,3.15,0.4565776039346012,2.693422396065399,,
V_W,V,W,0,3.15,0.3663296971203537,2.783670302879647,,
Sr_Ge,Sr,Ge,1,3.15,0.3991549215085107,2.750845078491489,,
Gd_As,Gd,As,1,3.15,0.4703330350199496,2.67966696498005,2.68,0.37
U_As,U,As,0,3.15,0.43017157393798,2.71982842606202,2.72,0.37
Sr_Se,Sr,Se,1,3.15,0.4480077378947249,2.701992262105275,2.72,0.37
Sr_Br,Sr,Br,1,3.15,0.4957048404677478,2.654295159532252,2.68,0.37
Pm_Kr,Pm,Kr,0,3.15,0.544155881160554,2.605844118839446,,
Zr_Xe,Zr,Xe,0,3.15,0.467458478454346,2.682541521545654,,
Zr_Po,Zr,Po,1,3.15,0.4304606475445532,2.719539352455447,,
Nb_Re,Nb,Re,0,3.15,0.34706830159631,2.80293169840369,,
Bk_Tc,Bk,Tc,0,3.15,0.3096213025940906,2.840378697405909,,
Cf_Tc,Cf,Tc,0,3.15,0.3150715987309474,2.834928401269052,,
Cm_Ru,Cm,Ru,0,3.15,0.2061347706757695,2.94386522932423,,
Ta_Ag,Ta,Ag,0,3.15,0.3609868900292731,2.789013109970727,,
Hf_Xe,Hf,Xe,0,3.15,0.4638610147072478,2.686138985292752,,
Hf_Po,Hf,Po,1,3.15,0.4223994400084617,2.727600559991538,,
Ta_Tl,Ta,Tl,0,3.15,0.4003579426105213,2.749642057389479,,
Cm_Pb,Cm,Pb,0,3.15,0.2396205357425054,2.910379464257494,,
Rb_Be,Rb,Be,0,3.16,0.4165692268697375,2.743430773130263,,
Na_Mn,Na,Mn,0,3.16,0.4085483712831772,2.751451628716823,,
Na_At,Na,At,1,3.16,0.4902610213046088,2.669738978695391,,
Na_Rn,Na,Rn,0,3.16,0.4884259604382623,2.671574039561738,,
Zr_Mg,Zr,Mg,0,3.16,0.3744818919407131,2.785518108059287,,
Hf_Mg,Hf,Mg,0,3.16,0.3764774416683486,2.783522558331652,,
Sr_Al,Sr,Al,0,3.16,0.3874387488702773,2.772561251129723,,
Ca_Xe,Ca,Xe,0,3.16,0.4396620961797105,2.72033790382029,,
Ca_Po,Ca,Po,1,3.16,0.3999705611753452,2.760029438824655,,
Sc_Ru,Sc,Ru,0,3.16,0.4257389368336519,2.734261063166348,,
Sc_Pb,Sc,Pb,0,3.16,0.4611490655742099,2.69885093442579,,
Dy_Ni,Dy,Ni,0,3.16,0.4657566483754155,2.694243351624585,,
Ho_Ni,Ho,Ni,0,3.16,0.4638617867618505,2.69613821323815,,
Tb_Zn,Tb,Zn,0,3.16,0.484381032309439,2.675618967690561,,
Tb_Ga,Tb,Ga,0,3.16,0.4974538760255621,2.662546123974438,,
Gd_Ge,Gd,Ge,1,3.16,0.469441421937561,2.690558578062439,,
U_Ge,U,Ge,0,3.16,0.4298142879827357,2.730185712017264,,
Gd_Se,Gd,Se,1,3.16,0.5195466808949603,2.64045331910504,2.65,0.37
U_Se,U,Se,1,3.16,0.4802247761709134,2.679775223829087,2.7,0.37
Gd_Br,Gd,Br,1,3.16,0.5654989988736779,2.594501001126322,2.6,0.37
U_Br,U,Br,1,3.16,0.5236940241826357,2.636305975817364,2.63,0.37
Pa_Kr,Pa,Kr,0,3.16,0.5161144277623372,2.643885572237663,,
Zr_Ir,Zr,Ir,0,3.16,0.4417409453727373,2.718259054627263,,
Mo_W,Mo,W,0,3.16,0.2809367074330394,2.879063292566961,,
Cm_Tc,Cm,Tc,0,3.16,0.2283871398633076,2.931612860136692,,
Ta_Ru,Ta,Ru,0,3.16,0.3711342210437588,2.788865778956241,,
Hf_Ir,Hf,Ir,0,3.16,0.4383099199768846,2.721690080023115,,
Ta_Pb,Ta,Pb,0,3.16,0.4070233555985348,2.752976644401465,,
Am_Pt,Am,Pt,0,3.16,0.348693225523229,2.811306774476771,,
Am_Au,Am,Au,0,3.16,0.3763708127761254,2.783629187223875,,
Bk_Bi,Bk,Bi,0,3.16,0.2919661741044371,2.868033825895563,,
Cf_Bi,Cf,Bi,0,3.16,0.3034216038497514,2.856578396150249,,
Li_Er,Li,Er,0,3.17,0.351733077652948,2.818266922347052,,
Ra_Be,Ra,Be,0,3.17,0.4006642341436006,2.7693357658564,,
Cs_C,Cs,C,1,3.17,0.580125540891625,2.589874459108375,,
Fr_F,Fr,F,1,3.17,0.6509394092409371,2.519060590759063,,
Na_Re,Na,Re,0,3.17,0.4134016483779552,2.756598351622045,,
Ca_Mg,Ca,Mg,0,3.17,0.3574153257381524,2.812584674261847,,
Gd_Al,Gd,Al,0,3.17,0.4522288479671083,2.717771152032892,,
U_Al,U,Al,0,3.17,0.4159059186021501,2.75409408139785,,
Th_Si,Th,Si,0,3.17,0.4548598648430019,2.715140135156998,,
Ba_Cl,Ba,Cl,1,3.17,0.4808853452436297,2.68911465475637,2.69,0.37
Ac_Cl,Ac,Cl,1,3.17,0.5326820847144709,2.637317915285529,2.63,0.37
Ca_Ir,Ca,Ir,0,3.17,0.4237829407262014,2.746217059273798,,
Sc_Tc,Sc,Tc,0,3.17,0.4607182803514385,2.709281719648561,,
Nb_V,Nb,V,0,3.17,0.332544973693352,2.837455026306648,,
Zr_Fe,Zr,Fe,0,3.17,0.4272888433807301,2.74271115661927,,
Hf_Fe,Hf,Fe,0,3.17,0.4287725188900898,2.74122748110991,,
Sr_Zn,Sr,Zn,0,3.17,0.4234816472861653,2.746518352713835,,
Sr_Ga,Sr,Ga,0,3.17,0.4371096767203612,2.732890323279639,,
Sm_As,Sm,As,1,3.17,0.455332940801039,2.714667059198961,2.7,0.37
Eu_As,Eu,As,1,3.17,0.4617842199044868,2.708215780095513,2.7,0.37
Nd_Kr,Nd,Kr,0,3.17,0.5459057476883227,2.624094252311677,,
Zr_Rh,Zr,Rh,0,3.17,0.4164172282096907,2.753582771790309,,
Zr_In,Zr,In,0,3.17,0.4232224223899147,2.746777577610085,,
Ta_Tc,Ta,Tc,0,3.17,0.39883957137223,2.77116042862777,,
Hf_Rh,Hf,Rh,0,3.17,0.4128323495846936,2.757167650415306,,
Hf_In,Hf,In,0,3.17,0.416404842347425,2.753595157652575,,
Cm_Bi,Cm,Bi,0,3.17,0.2195166739797194,2.95048332602028,,
Li_Y,Li,Y,0,3.18,0.3536229083943211,2.826377091605679,,
Li_Tm,Li,Tm,0,3.18,0.351733077652948,2.828266922347052,,
Li_Np,Li,Np,0,3.18,0.3544100687594455,2.825589931240554,,
Fr_Ne,Fr,Ne,0,3.18,0.6483553536172422,2.531644646382758,,
La_Si,La,Si,1,3.18,0.4639805084080684,2.716019491591931,,
Ca_Fe,Ca,Fe,0,3.18,0.4146840236439189,2.765315976356081,,
Ca_Rh,Ca,Rh,0,3.18,0.3918666293879201,2.78813337061208,,
Ca_In,Ca,In,0,3.18,0.3910749653784452,2.788925034621554,,
Sc_Bi,Sc,Bi,0,3.18,0.4463846342712102,2.733615365728789,,
Bk_Mn,Bk,Mn,0,3.18,0.2608946568668726,2.919105343133127,,
Cf_Mn,Cf,Mn,0,3.18,0.26681730608392,2.91318269391608,,
Am_Co,Am,Co,0,3.18,0.3093466614979801,2.87065333850202,,
Tb_Ni,Tb,Ni,0,3.18,0.455819679337332,2.724180320662668,,
Gd_Zn,Gd,Zn,0,3.18,0.4931397184858557,2.686860281514144,,
U_Zn,U,Zn,0,3.18,0.4509749632514736,2.729025036748526,,
Gd_Ga,Gd,Ga,0,3.18,0.5061942769892093,2.673805723010791,,
U_Ga,U,Ga,0,3.18,0.4626889386855122,2.717311061314487,,
Sm_Ge,Sm,Ge,1,3.18,0.4555341307382373,2.724465869261762,,
Eu_Ge,Eu,Ge,1,3.18,0.4614538937012244,2.718546106298775,,
Pm_As,Pm,As,1,3.18,0.454956338162084,2.725043661837915,,
Sm_Se,Sm,Se,1,3.18,0.5052217162988113,2.674778283701189,2.67,0.37
Eu_Se,Eu,Se,1,3.18,0.5119233225657485,2.668076677434251,2.66,0.37
Sm_Br,Sm,Br,1,3.18,0.551904251121601,2.628095748878398,2.66,0.37
Eu_Br,Eu,Br,1,3.18,0.5597041179218765,2.620295882078123,2.61,0.37
Nb_Mo,Nb,Mo,0,3.18,0.3432216346213786,2.836778365378621,,
Am_Te,Am,Te,0,3.18,0.3283030613412171,2.851696938658783,,
Ta_Bi,Ta,Bi,0,3.18,0.3963303142161321,2.783669685783868,,
Bk_At,Bk,At,1,3.18,0.3196648216653921,2.860335178334608,,
Cf_At,Cf,At,1,3.18,0.3232413254328473,2.856758674567152,,
Bk_Rn,Bk,Rn,0,3.18,0.2844237664564719,2.895576233543528,,
Cf_Rn,Cf,Rn,0,3.18,0.2945969984490304,2.885403001550969,,
Na_V,Na,V,0,3.19,0.4014712818935903,2.78852871810641,,
Sm_Al,Sm,Al,0,3.19,0.4411740596247597,2.74882594037524,,
Eu_Al,Eu,Al,0,3.19,0.4466359526491057,2.743364047350894,,
K_Kr,K,Kr,0,3.19,0.5511600302663185,2.638839969733681,,
Am_Cr,Am,Cr,0,3.19,0.3253358787100435,2.864664121289957,,
Cm_Mn,Cm,Mn,0,3.19,0.1634725533974165,3.026527446602584,,
Sr_Ni,Sr,Ni,0,3.19,0.3929260897656525,2.797073910234348,,
Yb_Cu,Yb,Cu,0,3.19,0.5229075138767012,2.667092486123299,,
Lu_Cu,Lu,Cu,0,3.19,0.5136449700206791,2.676355029979321,,
Pu_Cu,Pu,Cu,0,3.19,0.4405077584960698,2.749492241503931,,
Pm_Ge,Pm,Ge,1,3.19,0.4546995214099793,2.735300478590021,,
Pa_As,Pa,As,0,3.19,0.4364500903866338,2.753549909613366,,
Pm_Se,Pm,Se,1,3.19,0.5050954408233457,2.684904559176654,,
Pm_Br,Pm,Br,1,3.19,0.5517779756461354,2.638222024353865,,
Pr_Kr,Pr,Kr,0,3.19,0.5511535826171228,2.638846417382877,,
Zr_Cd,Zr,Cd,0,3.19,0.4229448748851083,2.767055125114892,,
Zr_Os,Zr,Os,0,3.19,0.4202638951846221,2.769736104815378,,
Am_Pd,Am,Pd,0,3.19,0.4231376045594887,2.766862395440511,,
Hf_Cd,Hf,Cd,0,3.19,0.4188449561873483,2.771155043812652,,
Am_Sn,Am,Sn,0,3.19,0.3776482504482302,2.81235174955177,,
Am_Sb,Am,Sb,0,3.19,0.3665747655765885,2.823425234423412,,
Am_I,Am,I,1,3.19,0.374536860152115,2.815463139847885,,
Yb_Hg,Yb,Hg,0,3.19,0.5220579169009183,2.667942083099082,,
Lu_Hg,Lu,Hg,0,3.19,0.5201728148747381,2.669827185125262,,
Hf_Os,Hf,Os,0,3.19,0.416679016559625,2.773320983440375,,
Bk_Re,Bk,Re,0,3.19,0.2867386161837311,2.903261383816269,,
Cf_Re,Cf,Re,0,3.19,0.2934306374012167,2.896569362598783,,
Pu_Hg,Pu,Hg,0,3.19,0.4259792984462089,2.764020701553791,,
Cm_At,Cm,At,1,3.19,0.2297627265186002,2.9602372734814,,
Cm_Rn,Cm,Rn,0,3.19,0.1902349688557708,2.999765031144229,,
Li_Dy,Li,Dy,0,3.2,0.351733077652948,2.848266922347052,,
Li_Ho,Li,Ho,0,3.2,0.351733077652948,2.848266922347052,,
Na_Mo,Na,Mo,0,3.2,0.4105701989758728,2.789429801024127,,
Pm_Al,Pm,Al,0,3.2,0.4404933035256461,2.759506696474354,,
Ba_S,Ba,S,1,3.2,0.4291954547176512,2.770804545282349,2.769,0.37
Ac_S,Ac,S,1,3.2,0.4855152300279838,2.714484769972016,,
Ca_Cd,Ca,Cd,0,3.2,0.4025012386577722,2.797498761342228,,
Ca_Os,Ca,Os,0,3.2,0.3957132963628515,2.804286703637149,,
Sc_Mn,Sc,Mn,0,3.2,0.4188978582945622,2.781102141705438,,
Sc_At,Sc,At,1,3.2,0.4816845487254294,2.718315451274571,,
Sc_Rn,Sc,Rn,0,3.2,0.4779192839368351,2.722080716063165,,
Ti_Ti,Ti,Ti,0,3.2,0.3966446957409084,2.803355304259092,,
Ta_Mn,Ta,Mn,0,3.2,0.3556674003467878,2.844332599653213,,
Gd_Ni,Gd,Ni,0,3.2,0.4646616612436328,2.735338338756367,,
U_Ni,U,Ni,0,3.2,0.4229359168717397,2.77706408312826,,
Sm_Zn,Sm,Zn,0,3.2,0.4806892812055881,2.719310718794412,,
Eu_Zn,Eu,Zn,0,3.2,0.4866621155929433,2.713337884407057,,
Sm_Ga,Sm,Ga,0,3.2,0.4924642761834179,2.707535723816582,,
Eu_Ga,Eu,Ga,0,3.2,0.4981327085324278,2.701867291467572,,
Pa_Ge,Pa,Ge,0,3.2,0.4397733851687866,2.760226614831214,,
Nd_As,Nd,As,1,3.2,0.4551156536878559,2.744884346312144,,
Pa_Se,Pa,Se,1,3.2,0.4865891930478955,2.713410806952105,,
Pa_Br,Pa,Br,1,3.2,0.5275420388816865,2.672457961118313,,
Ce_Kr,Ce,Kr,0,3.2,0.5471202544569556,2.652879745543045,,
Zr_Ag,Zr,Ag,0,3.2,0.3971447807039201,2.80285521929608,,
Zr_Tl,Zr,Tl,0,3.2,0.4446957880616563,2.755304211938344,,
Hf_Ag,Hf,Ag,0,3.2,0.3958241092162135,2.804175890783787,,
Am_Xe,Am,Xe,0,3.2,0.3772957231591562,2.822704276840844,,
Hf_Tl,Hf,Tl,0,3.2,0.4380320612483108,2.761967938751689,,
Ta_At,Ta,At,1,3.2,0.4286573894958108,2.771342610504189,,
Ta_Rn,Ta,Rn,0,3.2,0.4186900400221039,2.781309959977896,,
Cm_Re,Cm,Re,0,3.2,0.206746178533577,2.993253821466423,,
Am_Po,Am,Po,0,3.2,0.3481377963612526,2.851862203638748,,
Am_Mg,Am,Mg,0,3.21,0.3069875081664131,2.903012491833587,,
Pa_Al,Pa,Al,0,3.21,0.4245383870593759,2.785461612940624,,
Ba_Ar,Ba,Ar,0,3.21,0.4906679337118174,2.719332066288183,,
Ac_Ar,Ac,Ar,0,3.21,0.5434908596748914,2.666509140325108,,
Ca_Ag,Ca,Ag,0,3.21,0.3794773008527144,2.830522699147286,,
Ca_Tl,Ca,Tl,0,3.21,0.4191409252254214,2.790859074774579,,
Sc_Re,Sc,Re,0,3.21,0.4316505055259647,2.778349494474035,,
Bk_V,Bk,V,0,3.21,0.2872284710084281,2.922771528991572,,
Cf_V,Cf,V,0,3.21,0.2842197591803082,2.925780240819692,,
Er_Cu,Er,Cu,0,3.21,0.5094257819074121,2.700574218092588,,
Pm_Zn,Pm,Zn,0,3.21,0.4798546718773301,2.73014532812267,,
Pm_Ga,Pm,Ga,0,3.21,0.49162966685516,2.71837033314484,,
Nd_Ge,Nd,Ge,1,3.21,0.4551593237405542,2.754840676259446,,
Nd_Se,Nd,Se,1,3.21,0.5050044291856283,2.704995570814372,2.71,0.37
Nd_Br,Nd,Br,1,3.21,0.5512902521202023,2.658709747879798,2.66,0.37
Zr_Ru,Zr,Ru,0,3.21,0.4080058306587044,2.801994169341295,,
Zr_Pb,Zr,Pb,0,3.21,0.4520152436192379,2.757984756380762,,
Hf_Ru,Hf,Ru,0,3.21,0.4044209520337073,2.805579047966293,,
Er_Hg,Er,Hg,0,3.21,0.5089845376780958,2.701015462321904,,
Hf_Pb,Hf,Pb,0,3.21,0.4446974742363243,2.765302525763675,,
Ta_Re,Ta,Re,0,3.21,0.3772086679549703,2.83279133204503,,
Am_Ir,Am,Ir,0,3.21,0.3707303255469833,2.839269674453017,,
Li_Tb,Li,Tb,0,3.22,0.3509459172878236,2.869054082712176,,
Nd_Al,Nd,Al,0,3.22,0.4421635889410975,2.777836411058902,,
Ba_P,Ba,P,1,3.22,0.3632111572856381,2.856788842714362,2.88,0.37
Ac_P,Ac,P,1,3.22,0.4165661694617767,2.803433830538223,,
Rb_Cl,Rb,Cl,1,3.22,0.5954432156177516,2.624556784382249,2.652,0.37
K_As,K,As,1,3.22,0.4285214657032543,2.791478534296745,2.83,0.37
Ca_Ru,Ca,Ru,0,3.22,0.3834552318369338,2.836544768163066,,
Ca_Pb,Ca,Pb,0,3.22,0.4235477279525633,2.796452272047437,,
Ti_W,Ti,W,0,3.22,0.3956758611520919,2.824324138847908,,
Cm_V,Cm,V,0,3.22,0.1945585452911794,3.02544145470882,,
Am_Fe,Am,Fe,0,3.22,0.3598451503945729,2.860154849605427,,
Sm_Ni,Sm,Ni,0,3.22,0.45093970743713,2.76906029256287,,
Eu_Ni,Eu,Ni,0,3.22,0.4574614319304033,2.762538568069596,,
Y_Cu,Y,Cu,0,3.22,0.4728068659662522,2.747193134033747,,
Tm_Cu,Tm,Cu,0,3.22,0.520564918758172,2.699435081241828,,
Np_Cu,Np,Cu,0,3.22,0.4454063374881747,2.774593662511825,,
Pa_Zn,Pa,Zn,0,3.22,0.4567696246527224,2.763230375347277,,
Pa_Ga,Pa,Ga,0,3.22,0.4757488632242839,2.744251136775716,,
Pr_As,Pr,As,1,3.22,0.4595685417565762,2.760431458243423,2.75,0.37
Th_Kr,Th,Kr,0,3.22,0.5301713929489682,2.689828607051032,,
Y_Hg,Y,Hg,0,3.22,0.4830344120825521,2.736965587917448,,
Zr_Tc,Zr,Tc,0,3.22,0.4353944495391325,2.784605550460867,,
Bk_Mo,Bk,Mo,0,3.22,0.2926056697269881,2.927394330273012,,
Cf_Mo,Cf,Mo,0,3.22,0.2931578317413674,2.926842168258633,,
Hf_Tc,Hf,Tc,0,3.22,0.4321263023621784,2.787873697637822,,
Am_Rh,Am,Rh,0,3.22,0.34463245141344,2.87536754858656,,
Am_In,Am,In,0,3.22,0.3509240963105868,2.869075903689413,,
Tm_Hg,Tm,Hg,0,3.22,0.527336397512687,2.692663602487313,,
Np_Hg,Np,Hg,0,3.22,0.4358669905578941,2.784133009442106,,
Li_Sr,Li,Sr,0,3.23,0.351733077652948,2.878266922347052,,
Ra_Cl,Ra,Cl,1,3.23,0.5139610071528984,2.716038992847102,,
K_Ge,K,Ge,1,3.23,0.4201784637956715,2.809821536204328,,
K_Se,K,Se,1,3.23,0.5047431366990326,2.725256863300967,2.72,0.37
K_Br,K,Br,1,3.23,0.5542877288878858,2.675712271112114,2.66,0.37
Ca_Tc,Ca,Tc,0,3.23,0.4174364448925965,2.812563555107404,,
Sc_V,Sc,V,0,3.23,0.4199330180419935,2.810066981958006,,
Ta_V,Ta,V,0,3.23,0.365220075196622,2.864779924803378,,
Pm_Ni,Pm,Ni,0,3.23,0.450105098108872,2.779894901891128,,
Nd_Zn,Nd,Zn,0,3.23,0.4812244704879786,2.748775529512021,,
Nd_Ga,Nd,Ga,0,3.23,0.4932999522706114,2.736700047729388,,
Pr_Ge,Pr,Ge,1,3.23,0.4580273737327499,2.771972626267249,,
Ce_As,Ce,As,1,3.23,0.4553376723101636,2.774662327689836,2.78,0.37
Pr_Se,Pr,Se,1,3.23,0.5097076444178379,2.720292355582162,2.72,0.37
Pr_Br,Pr,Br,1,3.23,0.5559886899406081,2.674011310059392,2.67,0.37
La_Kr,La,Kr,0,3.23,0.549577193525596,2.680422806474404,,
Zr_Bi,Zr,Bi,0,3.23,0.4419848647507151,2.788015135249285,,
Cm_Mo,Cm,Mo,0,3.23,0.2061347706757695,3.023865229324231,,
Yb_Pt,Yb,Pt,0,3.23,0.4995650382693809,2.730434961730619,,
Yb_Au,Yb,Au,0,3.23,0.5296548779852246,2.700345122014776,,
Lu_Pt,Lu,Pt,0,3.23,0.4933307578764275,2.736669242123573,,
Lu_Au,Lu,Au,0,3.23,0.5221725618752353,2.707827438124765,,
Hf_Bi,Hf,Bi,0,3.23,0.4326956141882279,2.797304385811772,,
Pu_Pt,Pu,Pt,0,3.23,0.4215783054613628,2.808421694538638,,
Pu_Au,Pu,Au,0,3.23,0.4480560660831728,2.781943933916827,,
Li_Gd,Li,Gd,0,3.24,0.3648995697801702,2.87510043021983,,
Li_U,Li,U,0,3.24,0.3536229083943211,2.886377091605679,,
K_Al,K,Al,0,3.24,0.3938278437440876,2.846172156255912,,
Pr_Al,Pr,Al,0,3.24,0.4439803295573017,2.796019670442698,,
Ca_Bi,Ca,Bi,0,3.24,0.4122157997907562,2.827784200209244,,
Sc_Mo,Sc,Mo,0,3.24,0.4278038385510333,2.812196161448967,,
Nb_Ti,Nb,Ti,0,3.24,0.3399086322709585,2.900091367729042,,
Pa_Ni,Pa,Ni,0,3.24,0.4307489350391179,2.809251064960882,,
Dy_Cu,Dy,Cu,0,3.24,0.5142411855363727,2.725758814463628,,
Ho_Cu,Ho,Cu,0,3.24,0.5139876885894514,2.726012311410549,,
Ce_Ge,Ce,Ge,1,3.24,0.4531937684469313,2.786806231553069,,
Ce_Se,Ce,Se,1,3.24,0.5054767749714253,2.734523225028575,2.74,0.37
Ce_Br,Ce,Br,1,3.24,0.5507851973980187,2.689214802601982,2.69,0.37
Ta_Mo,Ta,Mo,0,3.24,0.3733620009800388,2.866637999019961,,
Am_Cd,Am,Cd,0,3.24,0.3379469142124116,2.902053085787589,,
Dy_Hg,Dy,Hg,0,3.24,0.518395884036457,2.721604115963543,,
Ho_Hg,Ho,Hg,0,3.24,0.5215997370832695,2.718400262916731,,
W_W,W,W,0,3.24,0.310526054797166,2.929473945202834,,
Am_Os,Am,Os,0,3.24,0.3484791183883714,2.891520881611629,,
Ce_Al,Ce,Al,0,3.25,0.4391418875620522,2.810858112437948,,
Rb_S,Rb,S,1,3.25,0.5513545660048144,2.698645433995186,2.7,0.37
K_Zn,K,Zn,0,3.25,0.4430237172920552,2.806976282707945,,
K_Ga,K,Ga,0,3.25,0.4467309506857358,2.803269049314264,,
Zr_Mn,Zr,Mn,0,3.25,0.3853522365939456,2.864647763406055,,
Hf_Mn,Hf,Mn,0,3.25,0.3891091442303501,2.86089085576965,,
Yb_Co,Yb,Co,0,3.25,0.473874376227827,2.776125623772173,,
Lu_Co,Lu,Co,0,3.25,0.4668192099717813,2.783180790028219,,
Pu_Co,Pu,Co,0,3.25,0.3819499261363595,2.868050073863641,,
Nd_Ni,Nd,Ni,0,3.25,0.4514748967195205,2.798525103280479,,
Pr_Zn,Pr,Zn,0,3.25,0.4848325885053712,2.765167411494629,,
